subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s031,4,44,0.08,0.32,0.24,0.08,0.16,0.08,0.0,0.16,0.16,0.08,0.24,0.16,0.16,0.56,0.4,0.0,0.16,0.16,0.08,0.08,0.0,0.24,0.24,0.0,0.08,0.16,0.08,0.16,0.32,0.16,0.08
s031,4,45,0.08,0.56,0.48,0.08,1.04,0.96,0.16,0.16,0.0,0.08,0.72,0.64,0.0,0.32,0.32,0.16,0.32,0.16,0.08,0.16,0.08,0.16,0.08,-0.08,0.16,0.16,0.0,0.08,0.32,0.24,0.08
s031,4,46,0.16,0.4,0.24,0.08,0.08,0.0,0.16,0.32,0.16,0.0,0.32,0.32,0.08,0.4,0.32,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.08,-0.08,0.16,0.32,0.16,0.08,0.24,0.16,0.16
s031,4,47,0.16,0.32,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.16,0.32,0.16,0.08,0.32,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.08
s031,4,48,0.16,0.32,0.16,0.0,0.16,0.16,0.0,0.08,0.08,0.08,0.24,0.16,0.08,0.32,0.24,0.16,0.24,0.08,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.08
s031,4,49,0.16,0.72,0.56,0.08,0.24,0.16,0.0,0.16,0.16,0.08,0.32,0.24,0.08,0.4,0.32,0.16,0.32,0.16,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.32,0.24,0.0
s031,4,50,0.08,0.24,0.16,0.16,0.24,0.08,0.08,0.4,0.32,0.08,0.32,0.24,0.0,0.32,0.32,0.16,0.24,0.08,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.24,0.16,0.08,0.64,0.56,0.08
s031,5,1,0.08,0.4,0.32,0.08,0.16,0.08,0.08,0.24,0.16,0.0,1.2,1.2,0.08,0.56,0.48,0.16,0.32,0.16,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.16,0.16,0.08,0.32,0.24,0.08
s031,5,2,0.08,0.32,0.24,0.0,0.16,0.16,0.08,0.16,0.08,0.0,0.32,0.32,0.08,0.4,0.32,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.08
s031,5,3,0.0,0.24,0.24,0.0,0.16,0.16,0.08,0.4,0.32,0.0,0.4,0.4,0.0,0.4,0.4,0.08,0.32,0.24,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.08
s031,5,4,0.0,0.56,0.56,0.08,0.32,0.24,0.08,0.24,0.16,0.0,0.64,0.64,0.08,0.48,0.4,0.08,0.24,0.16,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.08
s031,5,5,0.08,0.32,0.24,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.32,0.24,0.0,0.4,0.4,0.08,0.32,0.24,0.08,0.08,0.0,0.16,0.24,0.08,0.0,0.16,0.16,0.0,0.24,0.24,0.08
s031,5,6,0.08,0.32,0.24,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.4,0.32,0.08,0.4,0.32,0.08,0.4,0.32,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.4,0.24,0.0
s031,5,7,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.32,0.16,0.08,0.4,0.32,0.08,0.64,0.56,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.0
s031,5,8,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.32,0.24,0.08,0.4,0.32,0.08,0.32,0.24,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.0
s031,5,9,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.32,0.24,0.16,0.4,0.24,0.08,0.4,0.32,0.08,0.24,0.16,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.0
s031,5,10,0.08,0.32,0.24,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.4,0.32,0.08,0.32,0.24,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.24,0.16,0.0,0.16,0.16,0.16
s031,5,11,0.08,0.24,0.16,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.88,0.88,0.08,0.72,0.64,0.08,0.48,0.4,0.08,0.24,0.16,0.16,0.16,0.0,0.16,0.24,0.08,0.08,0.88,0.8,0.16
s031,5,12,0.08,0.16,0.08,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.0,0.32,0.32,0.08,0.32,0.24,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.08
s031,5,13,0.08,0.24,0.16,0.0,0.16,0.16,0.08,0.08,0.0,0.16,0.32,0.16,0.08,0.56,0.48,0.16,0.32,0.16,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.32,0.16,0.08
s031,5,14,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.64,0.56,0.08,0.24,0.16,0.08,0.08,0.0,0.24,0.24,0.0,0.0,0.16,0.16,0.0,0.24,0.24,0.16
s031,5,15,0.16,0.56,0.4,0.08,0.24,0.16,0.08,0.48,0.4,0.08,0.32,0.24,0.08,0.48,0.4,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.4,0.24,0.0
s031,5,16,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.24,0.16,0.0,0.32,0.32,0.0,0.48,0.48,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.08
s031,5,17,0.0,0.24,0.24,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.0,0.48,0.48,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.24,0.08,0.0,0.16,0.16,0.08,0.32,0.24,0.0
s031,5,18,0.08,0.16,0.08,0.16,0.24,0.08,0.0,0.08,0.08,0.08,0.32,0.24,0.08,0.4,0.32,0.16,0.32,0.16,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.4,0.4,0.0,0.24,0.24,0.16
s031,5,19,0.0,0.48,0.48,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.24,0.24,0.0,0.48,0.48,0.08,0.96,0.88,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.24,0.24,0.08,1.52,1.44,0.08
s031,5,20,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.24,0.24,0.0,0.24,0.24,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.16,0.16,0.0,0.24,0.24,0.0
s031,5,21,0.16,0.32,0.16,0.08,0.88,0.8,0.16,0.32,0.16,0.08,1.44,1.36,0.08,0.72,0.64,0.0,0.32,0.32,0.16,0.16,0.0,0.08,0.16,0.08,0.16,0.24,0.08,0.08,0.24,0.16,0.16
s031,5,22,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.0,0.72,0.72,0.08,0.4,0.32,0.16,0.24,0.08,0.08,0.08,0.0,0.24,0.32,0.08,0.08,0.4,0.32,0.08,0.8,0.72,0.0
s031,5,23,0.16,0.32,0.16,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.24,0.24,0.08,0.64,0.56,0.08,0.16,0.08,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.0
s031,5,24,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.48,0.4,0.16,0.24,0.08,0.08,0.08,0.0,0.24,0.24,0.0,0.08,0.16,0.08,0.08,0.4,0.32,0.08
s031,5,25,0.16,0.32,0.16,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.0,0.32,0.32,0.08,0.24,0.16,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.32,0.24,0.0,0.32,0.32,0.0
s031,5,26,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.4,0.32,0.08,0.32,0.24,0.08,0.48,0.4,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.24,0.08,0.08,0.24,0.16,0.08
s031,5,27,0.0,0.32,0.32,0.0,0.08,0.08,0.08,0.16,0.08,0.0,0.16,0.16,0.08,0.88,0.8,0.08,0.24,0.16,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.08
s031,5,28,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.32,0.24,0.0,0.48,0.48,0.08,0.24,0.16,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.32,0.16,0.16
s031,5,29,0.08,0.32,0.24,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.32,0.24,0.08,0.56,0.48,0.08,0.24,0.16,0.0,0.24,0.24,0.0,0.16,0.16,0.08,0.24,0.16,0.16,0.32,0.16,0.08
s031,5,30,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.16,0.08,0.08,1.44,1.36,0.08,0.48,0.4,0.16,0.32,0.16,0.0,0.16,0.16,0.08,0.16,0.08,0.08,0.4,0.32,0.08,0.48,0.4,0.08
s031,5,31,0.16,0.32,0.16,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.4,0.24,0.08,0.32,0.24,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.4,0.24,0.08
s031,5,32,0.0,0.16,0.16,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.64,0.56,0.08,0.4,0.32,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.24,0.16,0.16
s031,5,33,0.08,0.24,0.16,0.08,0.24,0.16,0.0,0.16,0.16,0.16,0.32,0.16,0.16,0.56,0.4,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.08
s031,5,34,0.16,0.24,0.08,0.08,0.16,0.08,0.16,0.24,0.08,0.08,0.24,0.16,0.08,0.48,0.4,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.4,0.32,0.08
s031,5,35,0.08,0.24,0.16,0.0,0.16,0.16,0.0,0.08,0.08,0.08,0.24,0.16,0.08,0.72,0.64,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.32,0.16,0.16
s031,5,36,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.88,0.8,0.16,0.56,0.4,0.0,0.16,0.16,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.72,0.56,0.08
s031,5,37,0.16,0.24,0.08,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.4,0.32,0.0,0.48,0.48,0.0,0.24,0.24,0.0,0.08,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.0
s031,5,38,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.24,0.08,0.0,0.24,0.24,0.0,0.32,0.32,0.08,0.16,0.08,0.16,0.16,0.0,0.16,0.24,0.08,0.08,0.24,0.16,0.0,0.32,0.32,0.08
s031,5,39,0.16,0.4,0.24,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.4,0.32,0.16,0.32,0.16,0.08,0.16,0.08,0.24,0.24,0.0,0.08,0.32,0.24,0.0,0.24,0.24,0.08
s031,5,40,0.08,0.8,0.72,0.08,1.2,1.12,0.0,0.24,0.24,0.08,0.4,0.32,0.08,0.4,0.32,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.16,0.16,0.16,0.64,0.48,0.16
s031,5,41,0.08,0.16,0.08,0.08,0.4,0.32,0.16,0.64,0.48,0.0,1.04,1.04,0.0,0.4,0.4,0.0,0.16,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.0,0.08,0.08,0.16,0.48,0.32,0.08
s031,5,42,0.16,0.96,0.8,0.08,0.24,0.16,0.16,0.32,0.16,0.16,0.88,0.72,0.16,0.48,0.32,0.0,0.16,0.16,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.32,0.24,0.08
s031,5,43,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.4,0.32,0.16,0.24,0.08,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.24,0.08,0.08,0.48,0.4,0.16
s031,5,44,0.08,0.16,0.08,0.16,0.24,0.08,0.0,0.16,0.16,0.08,0.32,0.24,0.08,0.48,0.4,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.16,0.08,0.16,0.56,0.4,0.08
s031,5,45,0.16,0.32,0.16,0.0,0.16,0.16,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.64,0.56,0.16,0.32,0.16,0.08,0.08,0.0,0.16,0.24,0.08,0.16,0.16,0.0,0.16,0.56,0.4,0.0
s031,5,46,0.16,0.32,0.16,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.32,0.16,0.08,0.48,0.4,0.0,0.4,0.4,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.16
s031,5,47,0.08,0.32,0.24,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.32,0.16,0.0,0.4,0.4,0.08,0.4,0.32,0.16,0.16,0.0,0.16,0.32,0.16,0.08,0.24,0.16,0.08,0.48,0.4,0.08
s031,5,48,0.08,0.32,0.24,0.08,0.24,0.16,0.08,0.16,0.08,0.16,0.4,0.24,0.16,0.4,0.24,0.16,0.32,0.16,0.0,0.16,0.16,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.4,0.32,0.08
s031,5,49,0.16,0.24,0.08,0.08,0.24,0.16,0.08,0.24,0.16,0.08,0.32,0.24,0.08,0.48,0.4,0.16,0.32,0.16,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.32,0.24,0.16
s031,5,50,0.08,0.4,0.32,0.0,0.16,0.16,0.08,0.16,0.08,0.08,0.32,0.24,0.0,0.48,0.48,0.08,0.4,0.32,0.08,0.16,0.08,0.24,0.24,0.0,0.08,0.16,0.08,0.16,0.32,0.16,0.08
s031,6,1,0.08,0.24,0.16,0.16,0.16,0.0,0.08,0.16,0.08,0.0,1.2,1.2,0.08,0.64,0.56,0.16,0.24,0.08,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.32,0.16,0.08
s031,6,2,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.16,0.08,0.0,0.4,0.4,0.08,0.8,0.72,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.08
s031,6,3,0.08,0.32,0.24,0.0,0.16,0.16,0.0,0.08,0.08,0.08,0.32,0.24,0.08,0.48,0.4,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.0,0.0,0.16,0.16,0.08,0.32,0.24,0.08
s031,6,4,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.4,0.32,0.0,0.4,0.4,0.08,0.32,0.24,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.24,0.16,0.0,0.24,0.24,0.08
s031,6,5,0.08,0.32,0.24,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.32,0.24,0.0,0.72,0.72,0.08,0.24,0.16,0.08,0.16,0.08,0.16,0.16,0.0,0.0,0.16,0.16,0.08,0.4,0.32,0.0
s031,6,6,0.08,0.24,0.16,0.16,0.16,0.0,0.16,0.24,0.08,0.08,0.24,0.16,0.08,0.48,0.4,0.08,0.24,0.16,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.08,0.08,0.16,0.4,0.24,0.0
s031,6,7,0.08,0.32,0.24,0.0,0.16,0.16,0.0,0.16,0.16,0.08,0.24,0.16,0.08,0.4,0.32,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.32,0.24,0.0
s031,6,8,0.08,0.4,0.32,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.48,0.4,0.08,0.32,0.24,0.08,0.32,0.24,0.16,0.32,0.16,0.08,0.32,0.24,0.08,0.4,0.32,0.08
s031,6,9,0.0,0.32,0.32,0.0,0.16,0.16,0.16,0.24,0.08,0.08,0.4,0.32,0.08,0.56,0.48,0.08,0.32,0.24,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.08
s031,6,10,0.0,0.24,0.24,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.48,0.4,0.16,0.32,0.16,0.0,0.08,0.08,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.32,0.16,0.08
s031,6,11,0.08,0.32,0.24,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.32,0.24,0.0,0.4,0.4,0.16,0.32,0.16,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.0
s031,6,12,0.0,0.16,0.16,0.16,0.24,0.08,0.08,0.16,0.08,0.0,0.24,0.24,0.08,0.4,0.32,0.16,0.32,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.24,0.16,0.08
s031,6,13,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.32,0.24,0.0,0.32,0.32,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.32,0.16,0.0
s031,6,14,0.08,0.24,0.16,0.08,0.08,0.0,0.0,0.08,0.08,0.16,0.32,0.16,0.0,0.32,0.32,0.16,0.24,0.08,0.08,0.16,0.08,0.16,0.08,-0.08,0.16,0.16,0.0,0.08,0.32,0.24,0.08
s031,6,15,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.32,0.24,0.16,0.32,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.0
s031,6,16,0.08,0.16,0.08,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.24,0.16,0.0,0.4,0.4,0.0,0.16,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.32,0.16,0.0
s031,6,17,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.48,0.4,0.08,0.32,0.24,0.0,0.0,0.0,0.16,0.24,0.08,0.0,0.08,0.08,0.16,0.32,0.16,0.0
s031,6,18,0.0,0.16,0.16,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.4,0.32,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.16,0.24,0.08,0.0,0.8,0.8,0.0
s031,6,19,0.24,0.24,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.0,0.24,0.24,0.0,0.4,0.4,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.32,0.24,0.08
s031,6,20,0.08,0.24,0.16,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.32,0.24,0.0,0.32,0.32,0.16,0.24,0.08,0.0,0.16,0.16,0.08,0.08,0.0,0.0,0.16,0.16,0.08,0.24,0.16,0.16
s031,6,21,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.32,0.16,0.0,0.24,0.24,0.0,0.48,0.48,0.08,0.24,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.0
s031,6,22,0.08,0.4,0.32,0.0,0.16,0.16,0.08,0.56,0.48,0.08,0.4,0.32,0.0,0.24,0.24,0.16,0.32,0.16,0.0,0.08,0.08,0.08,0.16,0.08,0.0,0.16,0.16,0.08,0.32,0.24,0.08
s031,6,23,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.48,0.4,0.0,0.16,0.16,0.08,0.16,0.08,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.56,0.56,0.08
s031,6,24,0.16,0.48,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.4,0.32,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.48,0.4,0.08
s031,6,25,0.16,0.64,0.48,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.32,0.24,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.16,0.32,0.16,0.0
s031,6,26,0.08,0.24,0.16,0.0,0.16,0.16,0.0,0.08,0.08,0.08,1.28,1.2,0.08,1.04,0.96,0.0,0.32,0.32,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.4,0.24,0.0
s031,6,27,0.16,0.32,0.16,0.0,0.16,0.16,0.08,0.24,0.16,0.08,0.24,0.16,0.0,0.32,0.32,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.08
s031,6,28,0.0,0.16,0.16,0.08,0.08,0.0,0.16,0.24,0.08,0.0,0.24,0.24,0.08,0.32,0.24,0.16,0.32,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.08
s031,6,29,0.08,0.24,0.16,0.08,0.24,0.16,0.08,0.4,0.32,0.16,0.32,0.16,0.08,0.4,0.32,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.24,0.08,0.08,0.4,0.32,0.0
s031,6,30,0.16,0.32,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.16,0.4,0.24,0.16,0.32,0.16,0.0,0.08,0.08,0.16,0.16,0.0,0.0,0.24,0.24,0.08,0.32,0.24,0.0
s031,6,31,0.16,0.24,0.08,0.08,2.4,2.32,0.0,0.16,0.16,0.08,0.24,0.16,0.16,0.48,0.32,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.0
s031,6,32,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.64,0.56,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.24,0.16,0.0,0.24,0.24,0.08
s031,6,33,0.08,0.32,0.24,0.08,0.56,0.48,0.08,0.48,0.4,0.08,0.48,0.4,0.16,0.4,0.24,0.08,0.32,0.24,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.32,0.24,0.08
s031,6,34,0.16,0.16,0.0,0.08,0.24,0.16,0.08,0.24,0.16,0.08,0.24,0.16,0.08,1.04,0.96,0.16,0.64,0.48,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.08
s031,6,35,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.0,0.32,0.32,0.0,0.16,0.16,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.16,0.0,0.16,0.4,0.24,0.08
s031,6,36,0.16,0.24,0.08,0.08,0.16,0.08,0.0,0.16,0.16,0.0,0.16,0.16,0.08,0.48,0.4,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.4,0.24,0.08
s031,6,37,0.16,0.32,0.16,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.4,0.24,0.16,0.4,0.24,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.32,0.24,0.08
s031,6,38,0.08,0.24,0.16,0.0,0.8,0.8,0.08,0.32,0.24,0.08,0.32,0.24,0.08,1.2,1.12,0.08,0.24,0.16,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.32,0.16,0.08
s031,6,39,0.16,0.32,0.16,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.32,0.24,0.16,0.24,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.24,0.16,0.16
s031,6,40,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.0,0.32,0.32,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.08,-0.08,0.08,0.24,0.16,0.0,0.32,0.32,0.0
s031,6,41,0.16,0.24,0.08,0.08,0.16,0.08,0.0,0.16,0.16,0.08,0.32,0.24,0.0,0.4,0.4,0.16,0.24,0.08,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.32,0.24,0.0
s031,6,42,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.0,0.8,0.8,0.08,0.32,0.24,0.08,0.16,0.08,0.24,0.24,0.0,0.0,0.08,0.08,0.08,0.32,0.24,0.08
s031,6,43,0.08,0.16,0.08,0.08,0.24,0.16,0.0,0.08,0.08,0.0,0.24,0.24,0.0,0.48,0.48,0.16,0.24,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.48,0.32,0.08
s031,6,44,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.24,0.24,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.16,0.32,0.16,0.0
s031,6,45,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.4,0.32,0.16,0.32,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.32,0.24,0.08
s031,6,46,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.24,0.16,0.08,0.4,0.32,0.08,0.16,0.08,0.16,0.16,0.0,0.16,0.08,-0.08,0.08,0.08,0.0,0.16,0.48,0.32,0.0
s031,6,47,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.32,0.24,0.0,0.32,0.32,0.16,0.16,0.0,0.16,0.24,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.24,0.56,0.32,0.08
s031,6,48,0.16,0.32,0.16,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.16,0.16,0.08,0.4,0.32,0.08,1.12,1.04,0.16,0.4,0.24,0.08,0.08,0.0,0.16,0.32,0.16,0.16,0.4,0.24,0.08
